productid,productname,productimage1
15ebe290-26c5-459b-80a6-5460995d67db,Cà rốt đỏ,https://th.bing.com/th/id/OIP.Vavj9QSg66_ySFOzYmqTzAHaFD?rs=1&pid=ImgDetMain
7a0f989f-f75d-4983-be79-7cc80f0021c9,Ổi Hồng,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fimages%20(1).jpg?alt=media&token=67e653dc-00f1-4a9d-934c-c962a499ebc5
5dd48644-da12-4b93-a89c-7dca9ac58eed,Cải ngọt,https://www.tagiatrang.vn/wp-content/uploads/2020/03/cai-ngot-4.jpg?v=1654599029
5e264091-95bf-4a75-bcc2-33960c09d499,Cải Bẹ Xanh,https://th.bing.com/th/id/OIP.PNj9IrlJJ3JoQ_m5C_iU2QHaFj?rs=1&pid=ImgDetMain
731051b8-9cce-4cbd-9afc-22d4c5c5d792,Cải Thảo,https://ketnoigiaothuong.vn/wp-content/uploads/2021/09/bap-cai-thao-tui-1kg-3.jpg
33a17c81-c183-41d8-87e9-ac8689dd207e,Cam sành,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FQua%2Fcamsanh%2Fban_giong_cay_cam_sanh.jpg?alt=media&token=f93882f7-67e6-402a-8aa7-8c3b97d541ef
7e24a671-98a3-45b7-86a7-d8fdfb7005f5,Cà rốt đỏ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fcarotdo%2F15-tac-dung-cua-sinh-to-ca-rot-trong-chua-benh-va-lam-dep-ca-1579707621-141-width600height400.jpg?alt=media&token=dc2a115e-3172-43c2-9ef4-223c3f71e198
e20090d4-1b6f-43c5-84ea-379252d5c990,Nấm linh chi,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20linh%20chi%2F0764e5c5-b206-4d95-8e21-d57cb8f47d30?alt=media&token=ad39a61f-6eb1-4814-a52e-53d63395f23f
3347df82-ca57-4d17-98f4-958e8e53d12f,Khoai Lang,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fkhoailang%2FThanh-pham-1-7964-1645172246.jpg?alt=media&token=3840a644-bb9c-424d-9433-242611b472b8
2ae5516a-ee07-489a-8d16-42113260fca2,Ổi Hồng,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Foihong.jpg?alt=media&token=eb95c976-5818-4b84-946a-ee0ba1604b25
8e422368-b502-45b9-8e16-5dc88e1b61bc,Rau muống,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20mu%E1%BB%91ng%2F078e851d-8bfb-40a9-a9cd-77ed67eb465a?alt=media&token=4432c515-b77d-4e49-b269-297a9c045fe6
4c6fa416-615f-4807-b968-9bf9cae1b131,Nấm tràm,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20tr%C3%A0m%2F17c674a1-6081-4f55-9f27-bbc173e5a7c7?alt=media&token=fbae2d4d-9a6b-4cb8-b6ff-4eb37d8bd3f7
2e48b0ca-29be-4331-a7f6-ec7713488af2,Rau dền xanh,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAYo2TbmaL8rhZK58mwbWp-kMNgu-ZwF-7qg&s
5e382b17-bec6-4816-9b46-985e78971b6d,Hành lá,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fh%C3%A0nh-l%C3%A1.jpg?alt=media&token=500aca56-08fe-4030-b404-76138f0e82fb
9661f0b9-a8b6-49fa-ab6d-304679b76cf1,Rau nhút,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20nh%C3%BAt%2Fd1792065-dfd2-4000-8e4b-2cb5f8844eb3?alt=media&token=2dadd9c1-b280-41bf-be7d-dcc695e39f15
0abe0b3f-db26-4ade-b67b-b33ac969d524,Tía tô,https://th.bing.com/th/id/OIP.is3KzbGAhOoGmCqad61AHgAAAA?rs=1&pid=ImgDetMain
76346a15-f86a-4e36-befa-e842a787a089,Ngò rí,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B2%20r%C3%AD%2F9f6fc079-fd71-4d44-a5d3-6fc84fde3bf2?alt=media&token=00952e7f-c79d-43fa-af66-e7e5e0bbefff
b70952f7-94f5-43b2-9b3d-d3a72b2416cc,Rau thì là,https://th.bing.com/th/id/R.dbb5bb4269951e8d01a820ae36cf1d7b?rik=PhCHCOHim28SwQ&riu=http%3a%2f%2fvuahatgiong.com%2fwp-content%2fuploads%2f2018%2f02%2frau-th%c3%ac-l%c3%a0-4-m%c3%b9a-1.jpg&ehk=b3YeixBS9JaCrE%2f%2bClaKS4BnIIQFwL3SuiHNACDHUzA%3d&risl=&pid=ImgRaw&r=0
483811ce-3dfd-46b8-a852-5b6ece834034,Rau muống,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20mu%E1%BB%91ng%2F078e851d-8bfb-40a9-a9cd-77ed67eb465a?alt=media&token=4432c515-b77d-4e49-b269-297a9c045fe6
4ebfc054-39da-4b3c-9f11-9d423fa4e482,Bạc hà,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%E1%BA%A1c%20h%C3%A0%2Fb38b4d37-5a7c-4b1d-be0c-225b5e4cce07?alt=media&token=9278170f-965a-4efd-9b5e-35bb423e081b
996e16c3-8d63-41d1-8a64-1cc5cc14d680,Rau dền tím,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20d%E1%BB%81n%2F1ecb957c-d93f-4e51-93f3-5721ad9ed54c?alt=media&token=498e97f4-6081-4a01-a151-d7de4afe3273
41c93acf-43f6-4679-badf-47bbfc1def43,Rau dền xanh,https://trongraudothi.com/Uploads/rausach/rausach/avata/img/20190406103253H%E1%BA%A1t%20gi%E1%BB%91ng%20d%E1%BB%81n%20xanh.png
a892a150-9da8-4e08-a26a-f6aeaba7c6bd,Hành lá,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FH%C3%A0nh%20l%C3%A1%2F0f2f1e8d-cae7-4b10-8578-74b055b1edf1?alt=media&token=d25d4b97-43e8-475d-bc5d-b309e43105d7
05da9d1d-93a3-4552-89fa-bf167993180c,Rau nhút,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20nh%C3%BAt%2Fd1792065-dfd2-4000-8e4b-2cb5f8844eb3?alt=media&token=2dadd9c1-b280-41bf-be7d-dcc695e39f15
c10e57bf-93bf-425c-843a-bf104e7e12e6,Tía tô,https://th.bing.com/th/id/OIP.nR6A9NzlRMGT_vg0RH8boAHaFj?w=1200&h=900&rs=1&pid=ImgDetMain
6edc5aae-65c3-49be-926a-9140610964bc,Rau thì là,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20th%C3%AC%20l%C3%A0%2F75da81ef-eaa9-47fa-b618-bf1efcebcff4?alt=media&token=2302ff61-c2cb-41f8-93e5-1ea60a054e82
5d0e2a7f-dd77-4c7a-adab-30248b5fb09e,Ngò rí,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B2%20r%C3%AD%2F9f6fc079-fd71-4d44-a5d3-6fc84fde3bf2?alt=media&token=00952e7f-c79d-43fa-af66-e7e5e0bbefff
05ff5762-10eb-48c8-b769-e2395389ab45,Xoài Keo,https://foody24h.vn/uploads/collections/xoai-keo-9499-2021-11-187.jpg
a2776811-eed7-4c4a-89af-e03466b9ad33,Rau muống,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20mu%E1%BB%91ng%2F078e851d-8bfb-40a9-a9cd-77ed67eb465a?alt=media&token=4432c515-b77d-4e49-b269-297a9c045fe6
96c522f6-4e25-4cf9-8b97-91383ad761de,Khoai Lang,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fkhoailang%2Fimages%20(1).jpg?alt=media&token=3174dccb-8f61-4d76-9152-9195342a7f80
6261ab01-4a83-48da-bf60-85331280cde4,Cải Bó Xôi,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FRau%2Fcaiboxoi%2FBeFunky-collage-2021-06-03T095805.928-1200x676.jpg?alt=media&token=c011b83d-74a2-4da5-bbf7-a232af62f4fe
e9fcdf70-27d5-4da8-b082-3e3cfb515ba7,Rau dền xanh,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20d%E1%BB%81n%2Fc75d9c88-82b7-429a-94a3-2eee48ce6d58?alt=media&token=f1058fa3-c870-401b-b789-4eeddecd3e42
38de8777-e24e-477f-81df-ee4b63637b8b,Tía tô,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FT%C3%ADa%20t%C3%B4%2Ff69ccc78-bc5b-4117-943a-cd853a192b54?alt=media&token=0881df1f-bdca-4b23-a7a1-9e161fada9a3
7c5306b9-9417-4fbc-845f-836af5531ec4,Hương thảo,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FH%C6%B0%C6%A1ng%20th%E1%BA%A3o%2Fcbc3f470-0c3f-4984-ac81-09eece7ba81a?alt=media&token=a90249fc-1c67-4d5f-ae5b-655474f6c177
ac7f26d8-3103-4621-918a-c28f5859b668, Rau tần ô,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%20Rau%20t%E1%BA%A7n%20%C3%B4%2Fc33a7def-1eab-4549-b4b6-64ae91b9c46a?alt=media&token=00ed3bb6-e8d2-4b76-a08a-1401f44c439e
9347c0d3-e71d-420f-b001-7f406363f200,Ngải cứu,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%E1%BA%A3i%20c%E1%BB%A9u%2F077202cd-b954-4c53-a3f7-b53e799bba39?alt=media&token=b7b1979c-4ca1-4a01-b870-50e1f78ea42b
43b912f3-b32d-4c84-b508-83f3052e2350,Xoài Keo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgZ0sIN7HzvZjNS-sK-fQ-aE2TgvQiT67zfQ&s
85099c1a-c83e-4776-a44e-1344e28c93f9,Rau mồng tơi,https://th.bing.com/th/id/OIP.z83YfIq5wsdl4tUA7wYw5gHaEK?rs=1&pid=ImgDetMain
1ee13a8f-1e5e-4b87-be5b-3025ffc773d8,Cải ngọt,https://dungcuthuycanh.com.vn/upload/filemanager/Th%C3%B9ng%20tr%C3%A1i%20l%C3%A1/B%C3%B4ng%20c%E1%BA%A3i%20t%C3%ADm/H%E1%BA%A1t%20gi%E1%BB%91ng/C%E1%BA%A3i%20ng%E1%BB%8Dt/cai-ngot.jpg
891ad178-c9b5-45f7-889b-ea8fe3fdcb75,Khoai tây,https://th.bing.com/th/id/OIP.-IMr5LwP0qaF0Qgwm9cuSAHaFj?rs=1&pid=ImgDetMain
42610d29-5882-4d8c-8339-e2eee4fd46e7,Dưa Chuột,https://www.fao.org.vn/wp-content/uploads/2020/03/cach-trong-dua-leo.jpg
16dc77da-cb33-4093-832c-b7784f3910fe,Nấm rơm,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FNam%2Fnamrom%2Fnam-rom-tuoi-85771604023899.jpg?alt=media&token=a4420805-a268-4365-b3c2-3470cce58d5f
2dc91836-8d62-4878-8d7b-c2dac6af933f,Cải Bó Xôi,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FRau%2Fcaiboxoi%2FBeFunky-collage-2021-06-03T095805.928-1200x676.jpg?alt=media&token=c011b83d-74a2-4da5-bbf7-a232af62f4fe
5f267152-e153-4d48-abff-346267a5c9cc,Bí đỏ,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fbido%2Fbido2.jpg?alt=media&token=081380e2-f442-43de-951a-75d579008159
887d787f-fd37-4af1-827c-aabed635e47f,Khoai tây,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fkhoaitay%2Fkhoaitay1.jpg?alt=media&token=62e4da53-5e41-44f2-b8a0-708b833aaa8d
5895c541-37c9-462e-9ff8-a89dd40d7bad,Dưa Chuột,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fdualeo%2F1427170173_dua_chuot_5a9e226b74.jpg?alt=media&token=1d767ceb-d3ab-4331-b82e-bcbd8ea2b90e
b729d242-4987-4c56-882d-d42f2acd5907,Rau mồng tơi,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20m%E1%BB%93ng%20t%C6%A1i%2F1277133c-3518-47fb-bc04-3af7be0a9155?alt=media&token=0f815ba1-40b1-4fbf-8767-d94a8e0b4a7c
