productname,productid,productimage1
Xà lách búp,28fe39cb-f025-41ed-aeb1-458efb9e07c2,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FX%C3%A0%20l%C3%A1ch%20b%C3%BAp%2F6a985ec6-b3c8-4118-8ed7-497b10ae572a?alt=media&token=72ae31e9-514c-4614-b87e-1f3547110429
Mít thái,71d94b79-71b6-4e00-b0d2-d8f349ef2929,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FM%C3%ADt%20th%C3%A1i%2F6a9925b6-c26e-4721-865a-a6143a2ff949?alt=media&token=f489f161-dee9-43a8-8afe-71d804b97a68
Mãng Cầu Xiêm,fbb8ce28-fbcb-48b8-bffb-d2d5c43ee142,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fdownload%20(1).jpg?alt=media&token=179a76f8-d500-4a3d-bdaf-b00926bb3be2
Bơ sáp,19006f8c-ae90-4e6a-b058-d47dadeb8bf3,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%C6%A1%20s%C3%A1p%2F13f18107-471c-47af-bc43-d727b2fa3f45?alt=media&token=f46718b1-b562-425c-8ed8-abc94b816359
Bơ Booth,7a84a556-1ce7-49c6-898b-7dff1e90a558,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%C6%A1%20Booth%2Fea47c4ab-0705-4f08-bd72-6bec9259437d?alt=media&token=9b005b64-28ea-456e-a8f6-cf24cce3bd64
Bơ bốn mùa,3d867140-0f06-40bf-933e-786651722a42,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%C6%A1%20b%E1%BB%91n%20m%C3%B9a%2F6aae29e9-997f-4f1c-ac79-2f9a8f986644?alt=media&token=bf370c55-5d9e-41a5-b618-f69bfdb99fc1
Đậu nành,056688ae-3eb3-4962-bd60-f743d110ca66,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%C4%90%E1%BA%ADu%20n%C3%A0nh%2F46bfc2cf-c183-4c12-8aba-7ec3c782fc4f?alt=media&token=0578ea8c-dfb0-49bf-bb4a-ee8458281d1b
Gạo ST24,f65e93b4-53e7-4a56-a3df-47cae2e462d8,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FG%E1%BA%A1o%20ST24%2Fac346f00-426d-4e52-a464-0a9ad06fa494?alt=media&token=0853ba57-8e43-4158-9ce8-70193f9a8e79
Ngô Bao Tử,b8e78200-4f48-45f6-9d4a-d16540c5add7,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B4%20Bao%20T%E1%BB%AD%2Fa1a9eac5-8ce1-4cf6-a581-117c5c84a5e0?alt=media&token=28a44109-5423-4176-aab4-2da3034227e5
Cải Xoăn,a3dfb4e4-f510-450f-8618-97cd71b45c6c,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FC%E1%BA%A3i%20Xo%C4%83n%2F1e113830-be08-4b4e-838b-217a2b4eff6b?alt=media&token=0bc15c41-d7a0-4085-ab22-9461366e42d1
Khoai tây,cfd0f7a0-8a74-4cce-8f07-f499ad31b3f5,https://th.bing.com/th/id/OIP.G6afy3B2-lIgaKepOgExggHaEp?rs=1&pid=ImgDetMain
Mãng Cầu Xiêm,96704e75-69ab-46f5-b2f5-d934baa205ee,https://traicayvietflorida.com/wp-content/uploads/2021/09/soursop-traicayvietflorida-item-1.jpg
Bí đỏ,92cb63c7-2400-4c26-8b7e-40aa0228ef74,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fimages%20(3).jpg?alt=media&token=9a5a35c1-16ca-4ba0-9a9d-ef9aadb4e808
Rau Đay,5860deb7-6b4b-4d25-9f3c-b704b3906e34,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20%C4%90ay%2F2c2999a2-be25-4c2a-8c65-4768095a3fbd?alt=media&token=da6aca13-914d-4381-b136-d1a5af6bbafe
Tắc (Quất),32a5dac6-d725-4677-9bcd-abe67387bf33,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FT%E1%BA%AFc%20(Qu%E1%BA%A5t)%2F20cf5d20-5c6d-4869-999e-b447b733a97a?alt=media&token=d5afa454-8575-4127-b770-3ebc45ddef59
Bí Xanh,bba9b794-28b8-4638-b8c8-47629c429733,https://th.bing.com/th/id/OIP.eGAEmkMBTu-NpzSmnlUf4QHaHa?w=800&h=800&rs=1&pid=ImgDetMain
Rau cải ngồng ,f30b9771-0d97-4ffd-98be-6acf59273a15,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FRau%2Fcaingong%2Fcaingong1.jpg?alt=media&token=379edac4-a2f0-4857-ab2d-a3232cb80cf1
Lê,98d3b13b-a4ff-43d3-bba5-9d8b0612a5ca,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FL%C3%AA%2Fad11add3-ec7d-409e-afd6-72490074dd65?alt=media&token=6ff0e9d1-940f-4d9e-8e4e-faa8fa4559a0
Cải Bẹ Xanh,1e72998a-7b8b-4315-adf7-91fa9121ffa6,https://nld.mediacdn.vn/2016/img-3305-1474855577022.jpg
Cải ngọt,87bac591-c1e2-4d26-bd58-e1c64e9733a9,https://phunongseeds.com/wp-content/uploads/2021/02/cai-ngot-2-1.jpg
Vú Sữa,d9b9c823-f7cb-405b-a7f1-7c4ff2e38dee,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FV%C3%BA%20S%E1%BB%AFa%2Fe119cbb0-296f-47eb-ab52-fb8e5e7e5b16?alt=media&token=b992f4e4-22bf-4149-bb8b-34d56f7c1c35
Xà Lách Mỡ,3bf1108e-4b62-4df5-b5b5-273e195e7379,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FX%C3%A0%20L%C3%A1ch%20M%E1%BB%A1%2F461595af-8734-4ae4-ad68-93d271589902?alt=media&token=f6e24845-7051-4aea-a05a-e403bea301b6
Nấm kim châm,a89617f7-ceb2-45d4-9647-57720450407d,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20kim%20ch%C3%A2m%2Fd06731df-f816-4e4d-98f2-c9a5d0146b74?alt=media&token=b53dd8f1-b6c4-438a-a1dc-f321eb1f2af2
Nhãn Lồng,e130af80-bc18-4858-be7a-a4f72194da8e,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNh%C3%A3n%20L%E1%BB%93ng%2F472e1fb8-a48c-471c-a626-7ef7c3af4c36?alt=media&token=a49886c0-2c18-407f-a68d-572673cac862
Xà lách búp,bddfcaa8-5604-4119-a751-8215fa563107,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FX%C3%A0%20l%C3%A1ch%20b%C3%BAp%2Fd3f7d8cc-cea5-4ebd-a721-ff362df47030?alt=media&token=08824dbb-fa83-4e1b-804b-ba31eb60d3b0
Mận Bắc,a57208a8-13d1-41ef-a742-35fa27a7135f,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FM%E1%BA%ADn%20B%E1%BA%AFc%2F12f39071-310e-40db-a02d-a3d591961f8f?alt=media&token=dfd567fd-00d9-401d-9007-4895ebb60451
Nấm rơm,9fed2633-01b1-406e-9031-829b0d1b3cfc,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20r%C6%A1m%2Fc1d55d97-1d75-43a4-bfa2-7fe1a3f4eb51?alt=media&token=587a1506-c4d8-4020-9793-f0a9b7b25381
Sầu Riêng Ri,6e7747f9-a868-4d35-93b6-8cc275f70ee2,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FS%E1%BA%A7u%20Ri%C3%AAng%20Ri%2F1c7a4f2b-6033-4266-afd3-97c02e80c0d2?alt=media&token=2bece77b-fb25-4993-b589-0b3c1483a5fb
Đọt Bí,4f6f26a6-ee7e-410b-92dd-5b0a191abee7,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%C4%90%E1%BB%8Dt%20B%C3%AD%2F3400eb16-05fc-48e9-907e-4bfd87f4e908?alt=media&token=94b6eb2a-efef-49b1-8604-d923f9e4d075
Lá Mơ,c84ecb00-47d9-4064-a841-803e63df8f23,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FL%C3%A1%20M%C6%A1%2F8ff80117-4c37-4fbc-9ac9-09add7b0fe6c?alt=media&token=730ce044-2146-48f8-810e-f5330bde55ff
Sơ Ri,e7693ed6-a5b4-4383-8e54-be1c40ac04fa,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FS%C6%A1%20Ri%2F5ec52bbb-9394-469e-a2ea-449e64932d28?alt=media&token=24f88e50-e339-46bc-b659-8dbf23857a13
Vải Thiều,9b1acb85-0ccd-4afc-8a4c-19a59f810567,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FV%E1%BA%A3i%20Thi%E1%BB%81u%2Fed297547-e006-434d-adc0-8234522643a7?alt=media&token=718fe071-5085-42d9-85e3-c8cb20957837
Cải Bó Xôi,4e62bed0-f564-42c9-9593-3a050dbd90fa,https://product.hstatic.net/1000354044/product/spinach-with-root_a908f4303613407aa4212ff58f0a2301_master.jpg
Mít Tố Nữ,f2512fe1-a757-4e80-aecb-b04f62b4fd46,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FM%C3%ADt%20T%E1%BB%91%20N%E1%BB%AF%2F1a42dd39-f431-436e-a392-83150e999fbc?alt=media&token=4798da4e-cf51-446c-92ac-1f7a9e40cbc1
Cóc,c1113961-7957-41bf-9b34-7339c6fcf3b4,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FC%C3%B3c%2Fa1c137c9-34e9-4fc4-be01-9ed8266247b5?alt=media&token=fda8042a-2793-4bca-aece-bdfe33e3a953
Ngò Gai,024afd3f-cecd-434e-a8d4-95814bcac773,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B2%20Gai%2F0de42bae-9c0b-4a6f-8060-9b09016c8d37?alt=media&token=93025e0b-6adc-4902-bd39-c6774460fa57
Cỏ ngọt,7ece191f-5a12-468b-aa29-dca3b690fd9c,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FC%E1%BB%8F%20ng%E1%BB%8Dt%2F388ab900-9e99-4140-9641-c5e952822ec0?alt=media&token=d59d9064-5f72-4b3a-b997-a4b910fb2620
Bí Xanh,5588b666-2f4b-4d9c-99da-7fcf62fcb18a,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fbixanh%2Fbi-xanh-trai-dai_(1).jpg?alt=media&token=b552efbb-94ed-42a8-ba4b-c01ede88c799
Ớt Chỉ Thiên,c119f0ef-da67-49fa-8018-1302a761003e,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%E1%BB%9At%20Ch%E1%BB%89%20Thi%C3%AAn%2Fa2196705-5e18-4175-802c-01eb6cd22709?alt=media&token=e8ddaa16-0e1f-42d6-bda4-79327ba6ea3c
Dưa Chuột,f4e7cca5-7bcb-4133-8572-328da7c75fba,https://victoryseeds.com/cdn/shop/files/munchercucumber.png?v=1700717259&width=1946
Cải Thảo,f77d63b0-335c-49fe-b1e1-5bfaeb2815ac,https://cdn.tgdd.vn/2021/05/CookProduct/thumb1-1200x676.jpg
Cải Bẹ Xanh,e24af3cd-fc9f-400c-8c76-8aba05a803b5,https://th.bing.com/th/id/R.7f63412c222a5c8ae1f773df37ddf617?rik=ROXrQyRjLvEjRQ&pid=ImgRaw&r=0
Xà lách búp,d498e65c-5e5f-4cb9-8dc8-f2077663c60f,https://images-handler.kamereo.vn/eyJidWNrZXQiOiJpbWFnZS1oYW5kbGVyLXByb2QiLCJrZXkiOiJzdXBwbGllci82NTQvUFJPRFVDVF9JTUFHRS82OWVmYzk0YS02NzgxLTQ1ZDgtYTVhYi02OGEwYWJiYjFjMDIucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo1MDAsImhlaWdodCI6NTAwLCJmaXQiOiJmaWxsIn19fQ==
Nấm rơm,771df843-38b4-45ac-bbe2-1ea482b77860,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FNam%2Fnamrom%2Fn%E1%BA%A5m%20r%C6%A1m%20t%C6%B0%C6%A1i%20s%E1%BB%89.jpg?alt=media&token=05212f64-79a0-4ce4-98d9-daefaf77f7bd
Nho Mỹ,fb3e75a3-4e51-4ff6-b295-408714d4f03d,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FQua%2Fnhomy%2Fcay-nho-My-1.jpg?alt=media&token=0ca65445-2158-43e1-ae82-a6364bbbc1d8
Rau dền xanh,a3ef4a9b-0c76-48c0-95da-dfb895bcfce8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgD2KlI2YsPH2tp-qYmOAu02_z7z6i0GDxfg&s
Rau nhút,c38eadaf-8424-4f27-bb49-3f838ca26f28,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20nh%C3%BAt%2Fd1792065-dfd2-4000-8e4b-2cb5f8844eb3?alt=media&token=2dadd9c1-b280-41bf-be7d-dcc695e39f15
Cà Chua Bi,843b8fe6-27c5-4ddf-a6d2-9d4e2ab8a6c8,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FC%C3%A0%20Chua%20Bi%2Ffe9134c0-d704-4df6-be43-e65242cf2c61?alt=media&token=c6ffd661-5b2d-4abb-a98b-957a98bbedce
Ngò rí,4858f914-3a37-4bbf-8f26-2de12a62db42,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B2%20r%C3%AD%2F9f6fc079-fd71-4d44-a5d3-6fc84fde3bf2?alt=media&token=00952e7f-c79d-43fa-af66-e7e5e0bbefff
Tía tô,f685cea6-faf6-4e8c-83a6-700140484490,https://th.bing.com/th/id/R.92fb5924f0f537935eba419cfe34d819?rik=fQOoMlaaha4i9w&pid=ImgRaw&r=0
Ổi Hồng,595ecbc3-673a-4d2a-b389-1ab9820a0b33,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fimages.jpg?alt=media&token=c60ddced-4fb5-4ad8-a056-df1d6000ea6b
Rau thì là,9b7dc030-0a26-4cb7-8545-f3f1b6e642ea,https://th.bing.com/th/id/OIP.TsBovky3MbKND_zk5SnPcAHaFj?rs=1&pid=ImgDetMain
Xà Lách Tím,ee8aadd6-3875-41b4-846a-0ce5bb118452,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FX%C3%A0%20L%C3%A1ch%20T%C3%ADm%2F164837ef-1530-4141-b4ec-2f0befffe5d1?alt=media&token=dc030eed-20c8-4e2f-8865-a4b8b0592bf6
Cà rốt đỏ,0ab7dc44-b6d7-4e06-b2d7-54cd4115ee22,https://th.bing.com/th/id/R.1f2872b5f7d8d982ef8bd27482f6de5a?rik=unylZciaWgsDgg&pid=ImgRaw&r=0
Cà rốt đỏ,15ebe290-26c5-459b-80a6-5460995d67db,https://th.bing.com/th/id/OIP.Vavj9QSg66_ySFOzYmqTzAHaFD?rs=1&pid=ImgDetMain
Ổi Hồng,7a0f989f-f75d-4983-be79-7cc80f0021c9,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fimages%20(1).jpg?alt=media&token=67e653dc-00f1-4a9d-934c-c962a499ebc5
Cải Bẹ Xanh,5e264091-95bf-4a75-bcc2-33960c09d499,https://th.bing.com/th/id/OIP.PNj9IrlJJ3JoQ_m5C_iU2QHaFj?rs=1&pid=ImgDetMain
Cải Thảo,731051b8-9cce-4cbd-9afc-22d4c5c5d792,https://ketnoigiaothuong.vn/wp-content/uploads/2021/09/bap-cai-thao-tui-1kg-3.jpg
Cải ngọt,5dd48644-da12-4b93-a89c-7dca9ac58eed,https://www.tagiatrang.vn/wp-content/uploads/2020/03/cai-ngot-4.jpg?v=1654599029
Cam sành,33a17c81-c183-41d8-87e9-ac8689dd207e,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FQua%2Fcamsanh%2Fban_giong_cay_cam_sanh.jpg?alt=media&token=f93882f7-67e6-402a-8aa7-8c3b97d541ef
Cà rốt đỏ,7e24a671-98a3-45b7-86a7-d8fdfb7005f5,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fcarotdo%2F15-tac-dung-cua-sinh-to-ca-rot-trong-chua-benh-va-lam-dep-ca-1579707621-141-width600height400.jpg?alt=media&token=dc2a115e-3172-43c2-9ef4-223c3f71e198
Nấm linh chi,e20090d4-1b6f-43c5-84ea-379252d5c990,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20linh%20chi%2F0764e5c5-b206-4d95-8e21-d57cb8f47d30?alt=media&token=ad39a61f-6eb1-4814-a52e-53d63395f23f
Khoai Lang,3347df82-ca57-4d17-98f4-958e8e53d12f,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fkhoailang%2FThanh-pham-1-7964-1645172246.jpg?alt=media&token=3840a644-bb9c-424d-9433-242611b472b8
Ổi Hồng,2ae5516a-ee07-489a-8d16-42113260fca2,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Foihong.jpg?alt=media&token=eb95c976-5818-4b84-946a-ee0ba1604b25
Nấm tràm,4c6fa416-615f-4807-b968-9bf9cae1b131,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FN%E1%BA%A5m%20tr%C3%A0m%2F17c674a1-6081-4f55-9f27-bbc173e5a7c7?alt=media&token=fbae2d4d-9a6b-4cb8-b6ff-4eb37d8bd3f7
Rau muống,8e422368-b502-45b9-8e16-5dc88e1b61bc,https://bizweb.dktcdn.net/thumb/1024x1024/100/433/551/products/rau-muong-2.jpg?v=1631109353223
Rau dền xanh,2e48b0ca-29be-4331-a7f6-ec7713488af2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAYo2TbmaL8rhZK58mwbWp-kMNgu-ZwF-7qg&s
Hành lá,5e382b17-bec6-4816-9b46-985e78971b6d,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Product%2Fh%C3%A0nh-l%C3%A1.jpg?alt=media&token=500aca56-08fe-4030-b404-76138f0e82fb
Tía tô,0abe0b3f-db26-4ade-b67b-b33ac969d524,https://th.bing.com/th/id/OIP.is3KzbGAhOoGmCqad61AHgAAAA?rs=1&pid=ImgDetMain
Rau nhút,9661f0b9-a8b6-49fa-ab6d-304679b76cf1,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20nh%C3%BAt%2F2bb52691-be0d-4042-ad2f-66e87bea8ac6?alt=media&token=f8642cdc-ad13-493f-9301-adc4a38c471b
Ngò rí,76346a15-f86a-4e36-befa-e842a787a089,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B2%20r%C3%AD%2F9f6fc079-fd71-4d44-a5d3-6fc84fde3bf2?alt=media&token=00952e7f-c79d-43fa-af66-e7e5e0bbefff
Rau thì là,b70952f7-94f5-43b2-9b3d-d3a72b2416cc,https://th.bing.com/th/id/R.dbb5bb4269951e8d01a820ae36cf1d7b?rik=PhCHCOHim28SwQ&riu=http%3a%2f%2fvuahatgiong.com%2fwp-content%2fuploads%2f2018%2f02%2frau-th%c3%ac-l%c3%a0-4-m%c3%b9a-1.jpg&ehk=b3YeixBS9JaCrE%2f%2bClaKS4BnIIQFwL3SuiHNACDHUzA%3d&risl=&pid=ImgRaw&r=0
Rau muống,483811ce-3dfd-46b8-a852-5b6ece834034,https://suckhoedoisong.qltns.mediacdn.vn/324455921873985536/2023/9/6/14-cong-dung-tuyet-voi-cua-rau-muong-voi-suc-khoe-anh2-16940033928751881268635.jpg
Bạc hà,4ebfc054-39da-4b3c-9f11-9d423fa4e482,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FB%E1%BA%A1c%20h%C3%A0%2Fb38b4d37-5a7c-4b1d-be0c-225b5e4cce07?alt=media&token=9278170f-965a-4efd-9b5e-35bb423e081b
Rau dền tím,996e16c3-8d63-41d1-8a64-1cc5cc14d680,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20d%E1%BB%81n%2Faf837fff-8185-4d15-a497-62e16de99814?alt=media&token=3e7d660b-c953-45d8-9157-6313c3ebf231
Rau dền xanh,41c93acf-43f6-4679-badf-47bbfc1def43,https://trongraudothi.com/Uploads/rausach/rausach/avata/img/20190406103253H%E1%BA%A1t%20gi%E1%BB%91ng%20d%E1%BB%81n%20xanh.png
Hành lá,a892a150-9da8-4e08-a26a-f6aeaba7c6bd,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FH%C3%A0nh%20l%C3%A1%2F0f2f1e8d-cae7-4b10-8578-74b055b1edf1?alt=media&token=d25d4b97-43e8-475d-bc5d-b309e43105d7
Tía tô,c10e57bf-93bf-425c-843a-bf104e7e12e6,https://th.bing.com/th/id/OIP.nR6A9NzlRMGT_vg0RH8boAHaFj?w=1200&h=900&rs=1&pid=ImgDetMain
Rau nhút,05da9d1d-93a3-4552-89fa-bf167993180c,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20nh%C3%BAt%2F276988c8-a75d-44ab-92d7-b02958b66a9e?alt=media&token=b2232cc7-56b5-43b1-bd23-820e9ce44d8b
Rau thì là,6edc5aae-65c3-49be-926a-9140610964bc,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20th%C3%AC%20l%C3%A0%2F75da81ef-eaa9-47fa-b618-bf1efcebcff4?alt=media&token=2302ff61-c2cb-41f8-93e5-1ea60a054e82
Ngò rí,5d0e2a7f-dd77-4c7a-adab-30248b5fb09e,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%C3%B2%20r%C3%AD%2F9f6fc079-fd71-4d44-a5d3-6fc84fde3bf2?alt=media&token=00952e7f-c79d-43fa-af66-e7e5e0bbefff
Xoài Keo,05ff5762-10eb-48c8-b769-e2395389ab45,https://foody24h.vn/uploads/collections/xoai-keo-9499-2021-11-187.jpg
Rau muống,a2776811-eed7-4c4a-89af-e03466b9ad33,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20mu%E1%BB%91ng%2F078e851d-8bfb-40a9-a9cd-77ed67eb465a?alt=media&token=4432c515-b77d-4e49-b269-297a9c045fe6
Khoai Lang,96c522f6-4e25-4cf9-8b97-91383ad761de,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fkhoailang%2Fimages%20(1).jpg?alt=media&token=3174dccb-8f61-4d76-9152-9195342a7f80
Cải Bó Xôi,6261ab01-4a83-48da-bf60-85331280cde4,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT7RhH4SUrGPTanm1Dl2eRQLPULQXn3LIXRMXb3FngkgKDbQNUq
Rau dền xanh,e9fcdf70-27d5-4da8-b082-3e3cfb515ba7,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FRau%20d%E1%BB%81n%2Fc75d9c88-82b7-429a-94a3-2eee48ce6d58?alt=media&token=f1058fa3-c870-401b-b789-4eeddecd3e42
Tía tô,38de8777-e24e-477f-81df-ee4b63637b8b,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FT%C3%ADa%20t%C3%B4%2Ff69ccc78-bc5b-4117-943a-cd853a192b54?alt=media&token=0881df1f-bdca-4b23-a7a1-9e161fada9a3
Hương thảo,7c5306b9-9417-4fbc-845f-836af5531ec4,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FH%C6%B0%C6%A1ng%20th%E1%BA%A3o%2Fcbc3f470-0c3f-4984-ac81-09eece7ba81a?alt=media&token=a90249fc-1c67-4d5f-ae5b-655474f6c177
Rau tần ô,ac7f26d8-3103-4621-918a-c28f5859b668,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2F%20Rau%20t%E1%BA%A7n%20%C3%B4%2F2c5babef-b47d-4812-84a1-f635a679aebb?alt=media&token=b5b3c220-e17e-4398-88d9-63ffb90e7f3b
Ngải cứu,9347c0d3-e71d-420f-b001-7f406363f200,https://firebasestorage.googleapis.com/v0/b/nongsan-3d7a3.appspot.com/o/products%2FNg%E1%BA%A3i%20c%E1%BB%A9u%2F077202cd-b954-4c53-a3f7-b53e799bba39?alt=media&token=b7b1979c-4ca1-4a01-b870-50e1f78ea42b
Xoài Keo,43b912f3-b32d-4c84-b508-83f3052e2350,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgZ0sIN7HzvZjNS-sK-fQ-aE2TgvQiT67zfQ&s
Rau mồng tơi,85099c1a-c83e-4776-a44e-1344e28c93f9,https://th.bing.com/th/id/OIP.z83YfIq5wsdl4tUA7wYw5gHaEK?rs=1&pid=ImgDetMain
Cải ngọt,1ee13a8f-1e5e-4b87-be5b-3025ffc773d8,https://dungcuthuycanh.com.vn/upload/filemanager/Th%C3%B9ng%20tr%C3%A1i%20l%C3%A1/B%C3%B4ng%20c%E1%BA%A3i%20t%C3%ADm/H%E1%BA%A1t%20gi%E1%BB%91ng/C%E1%BA%A3i%20ng%E1%BB%8Dt/cai-ngot.jpg
Khoai tây,891ad178-c9b5-45f7-889b-ea8fe3fdcb75,https://th.bing.com/th/id/OIP.-IMr5LwP0qaF0Qgwm9cuSAHaFj?rs=1&pid=ImgDetMain
Dưa Chuột,42610d29-5882-4d8c-8339-e2eee4fd46e7,https://www.fao.org.vn/wp-content/uploads/2020/03/cach-trong-dua-leo.jpg
Cải Bó Xôi,2dc91836-8d62-4878-8d7b-c2dac6af933f,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FRau%2Fcaiboxoi%2FBeFunky-collage-2021-06-03T095805.928-1200x676.jpg?alt=media&token=c011b83d-74a2-4da5-bbf7-a232af62f4fe
Nấm rơm,16dc77da-cb33-4093-832c-b7784f3910fe,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FNam%2Fnamrom%2Fnam-rom-tuoi-85771604023899.jpg?alt=media&token=a4420805-a268-4365-b3c2-3470cce58d5f
Bí đỏ,5f267152-e153-4d48-abff-346267a5c9cc,https://firebasestorage.googleapis.com/v0/b/storgeimage.appspot.com/o/Categories%2FCu%2Fbido%2Fbido2.jpg?alt=media&token=081380e2-f442-43de-951a-75d579008159
